OBJECTID,Linear_Distance_km_,Latitude,Longitude,HS,UCL,LCL,Resistencia,Distancia_area,porcen_cobertura,Dist_rios,Dist_corred,Altitud,NDVI,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7,Band_8,Band_9,Band_10,Band_1,HOTSP
481,19.818,5.830187501,-75.71881491,5.124333,5.124333,-3.950637,333.916,4890.8779,88,0,954.1197,576,0.608008027,0.095050916,0.082249016,0.060829118,0.280990541,0.168701828,295.4803772,295.5640564,0.066883877,0.146851555,2,0
482,19.859,5.830226564,-75.71918601,5.138251,5.138251,-3.937259,364.6052,4849.7017,99,92.6723,874.2687,576,0.542500019,0.092064679,0.075333074,0.051552687,0.267068386,0.134308055,295.4803772,295.137085,0.051555827,0.147206366,2,0
483,19.901,5.830265626,-75.71955588,3.676144,4.432863,-4.647772,377.9613,4808.6631,76,92.6723,874.2687,576,0.657940984,0.094843842,0.085908882,0.060775146,0.290306568,0.188284218,295.4803772,295.4219666,0.075188473,0.170526713,2,0
484,19.942,5.830303468,-75.71992697,3.700035,4.457618,-4.633377,372.0559,4767.4873,72,0,874.2687,577,0.637835026,0.095763497,0.086264424,0.060637791,0.302328914,0.188890949,295.4803772,295.4219666,0.077271216,0.165879831,2,0
485,19.983,5.830342531,-75.72029807,4.48354,5.242176,-3.861458,365.9601,4726.3179,72,0,797.1972,577,0.640587986,0.093668543,0.082387835,0.056735549,0.300353825,0.168600336,295.4803772,295.4219666,0.064764798,0.159973279,2,0
486,20.024,5.830381593,-75.72066916,4.430771,5.187392,-3.892057,359.8643,4685.1509,71,0,797.1972,581,0.644788027,0.094220065,0.080320396,0.05377366,0.289288789,0.155003771,295.9920959,295.7061462,0.060458466,0.158144891,2,0
487,20.066,5.830419435,-75.72104026,4.40291,5.157868,-4.656576,353.959,4643.9819,85,92.6723,723.7938,572,0.614850998,0.096325599,0.089195848,0.065938175,0.299068868,0.207388535,295.9920959,296.2725525,0.082305163,0.176331043,2,0
488,20.107,5.830458497,-75.72141135,4.346143,5.099113,-4.689497,339.0729,4602.8203,80,92.6723,723.7938,572,0.543457985,0.096571296,0.089829996,0.06713526,0.3044976,0.202064395,295.9920959,296.2725525,0.08535295,0.175905913,2,0
489,20.148,5.830495119,-75.72178122,4.363025,5.116309,-4.676391,328.5271,4561.7886,60,185.3446,655.2921,572,0.516227007,0.098431133,0.089268237,0.065938175,0.296298742,0.197754294,296.5016785,296.2725525,0.082305163,0.173663214,2,0
490,20.189,5.83053174,-75.72215232,4.373562,5.127624,-4.675187,325.8795,4520.6235,41,185.3446,655.2921,579,0.616361022,0.097354874,0.089220926,0.065567508,0.302624583,0.204447985,296.5016785,296.5547791,0.083344802,0.17330566,2,0
491,20.231,5.83056714,-75.72252341,4.388704,5.143815,-4.672626,325.4546,4479.457,48,92.6723,593.3922,579,0.613169014,0.095565677,0.089567304,0.063729726,0.305494547,0.194091931,295.9920959,296.2725525,0.077765115,0.172788635,2,0
492,20.272,5.83060254,-75.7228945,4.420775,5.176463,-4.647481,329.0376,4438.293,52,92.6723,593.3922,579,0.598508,0.097280599,0.09111765,0.067461371,0.305669576,0.199313462,295.9920959,295.9896851,0.079700351,0.179082245,2,0
493,20.313,5.830509767,-75.72324484,4.447507,5.204658,-4.638309,346.9632,4398.9902,76,131.0584,593.3922,585,0.463124007,0.096412599,0.089483961,0.065443441,0.30310601,0.186344177,295.9920959,295.9896851,0.076106414,0.168339223,2,0
494,20.354,5.830354738,-75.72358298,4.48107,5.240574,-4.632971,383.5881,4360.8198,58,131.0584,524.2336,591,0.557711005,0.096244469,0.086466715,0.061183009,0.295770526,0.165174305,295.9920959,295.8479004,0.06384863,0.168842927,2,0
495,20.396,5.830199708,-75.72392111,3.775653,5.300553,-4.611299,399.6629,4322.6401,44,131.0584,524.2336,588,0.476154,0.097505525,0.089566261,0.06678471,0.290971696,0.187659085,295.9920959,295.8479004,0.077351592,0.169716746,2,0
496,20.437,5.830044679,-75.72426047,6.134831,4.604185,-4.579694,378.0479,4284.5244,37,92.6723,463.3615,588,0.548593998,0.097507745,0.089682996,0.069702029,0.284757793,0.194858938,295.9920959,295.9896851,0.079506606,0.169510335,2,1
497,20.478,5.82988965,-75.7245986,7.006311,4.701098,-4.519755,348.8611,4246.7036,86,92.6723,463.3615,585,0.495424986,0.097763158,0.090042412,0.069371037,0.300033212,0.197052121,295.4803772,295.7061462,0.082889251,0.173854083,2,1
498,20.519,5.82973462,-75.72493674,7.103596,4.788213,-4.473321,322.803,4208.8794,86,0,463.3615,585,0.652531981,0.093320139,0.077412754,0.055157665,0.25986293,0.136792883,295.4803772,295.7061462,0.054831989,0.151046753,2,1
499,20.561,5.829579591,-75.72527609,7.165516,4.83905,-4.466815,310.7728,4170.9155,59,0,370.6892,595,0.577000022,0.095471926,0.083002463,0.063729726,0.257020473,0.152867854,295.9920959,296.2725525,0.066604584,0.159190103,2,1
500,20.602,5.829425783,-75.72561545,8.061427,4.94349,-4.410323,321.5473,4132.9502,69,0,370.6892,593,0.397763997,0.095967241,0.081683084,0.061020441,0.270156085,0.156146362,296.5016785,296.5547791,0.066781715,0.161010757,2,1
501,20.643,5.829269533,-75.72595359,8.170124,5.035003,-4.370358,332.0818,4095.1499,17,92.6723,278.0169,593,0.515887976,0.104367569,0.095571667,0.081519604,0.255548656,0.183642805,298.2683411,298.2344666,0.089893945,0.164089337,2,1
502,20.684,5.829115724,-75.72629172,8.281491,5.127839,-4.333118,328.9054,4057.509,16,92.6723,293.0555,593,0.527006984,0.105754785,0.095586315,0.083006173,0.257691264,0.193078041,298.2683411,298.3733215,0.098155454,0.162680596,2,1
503,20.726,5.828959474,-75.72663108,8.401699,5.227653,-4.294484,327.1368,4019.7322,44,185.3446,207.2216,593,0.60681802,0.097996369,0.09122692,0.068456188,0.273831248,0.174187273,297.2617798,296.8363342,0.076528706,0.164995298,2,1
504,20.767,5.828805665,-75.72697043,6.974279,5.372837,-4.235813,327.8656,3981.9553,45,207.2216,207.2216,593,0.398755997,0.098348528,0.087919906,0.066664994,0.274281621,0.172575325,296.7554016,296.8359985,0.071200229,0.163428247,2,1
505,20.808,5.828649415,-75.72730857,7.117257,5.503366,-4.986921,324.71,3944.3142,37,207.2216,207.2216,600,0.514568985,0.099413678,0.090161458,0.068364501,0.286028236,0.177772537,297.0091248,296.8363342,0.07628195,0.171215102,2,1
506,20.849,5.828495607,-75.7276467,7.262057,4.821849,-4.938979,329.036,3906.6731,57,131.0584,131.0584,600,0.420412004,0.096379817,0.086778387,0.0652055,0.277433336,0.180667222,296.2468872,296.2725525,0.073313475,0.159550846,2,1
507,20.891,5.828339357,-75.72798606,7.423808,4.962877,-4.880846,313.0916,3868.8965,49,131.0584,131.0584,593,0.393180996,0.097204164,0.085047826,0.063740283,0.266765863,0.167779088,296.2468872,296.1311035,0.070979968,0.155483991,2,1
508,20.932,5.828185548,-75.72832541,7.581617,5.098555,-4.833695,297.9099,3831.1194,46,92.6723,92.6723,593,0.380466998,0.098184481,0.08719594,0.065770008,0.279520154,0.178103194,295.9920959,295.9896851,0.073394947,0.159485936,2,1
509,20.973,5.827975587,-75.7286196,7.817124,5.308419,-4.7264,288.6347,3798.3706,60,92.6723,92.6723,593,0.464962006,0.096325599,0.084518716,0.062600754,0.261740386,0.158937082,295.9920959,296.2725525,0.064660475,0.152352199,2,1
510,21.014,5.827658204,-75.72880637,8.088614,5.548752,-4.610696,283.1715,3777.5796,51,92.6723,92.6723,588,0.593591988,0.09684585,0.08719366,0.066279784,0.2708202,0.17652306,296.5016785,296.5547791,0.07486365,0.158926696,2,1
511,21.055,5.827316408,-75.72895285,8.353197,4.922726,-5.368687,300.4025,3761.2732,37,92.6723,92.6723,588,0.634016991,0.100301094,0.09175162,0.071134306,0.262377143,0.169902653,297.0091248,296.9767761,0.077545606,0.16388762,2,1
512,21.097,5.826999025,-75.72912741,8.641045,5.163763,-5.268082,316.6902,3741.8411,28,0,0,596,0.57289201,0.102018766,0.091671742,0.069065146,0.275563717,0.179333061,296.5016785,296.8363342,0.079186171,0.160341859,2,1
513,21.138,5.826786622,-75.72943381,8.034342,5.390307,-5.185835,316.5776,3707.7473,40,0,0,596,0.588123024,0.09691412,0.08613535,0.061684512,0.296298742,0.176980302,295.9920959,295.9896851,0.07074742,0.171002418,2,1
514,21.179,5.826629152,-75.7297634,8.276944,5.602361,-5.095973,306.6826,3671.2786,60,0,0,595,0.556336999,0.097654589,0.084283687,0.062114127,0.283124,0.1577079,295.9920959,295.9896851,0.065947101,0.154425323,2,1
515,21.22,5.826544923,-75.73012717,8.505209,4.902833,-5.0037,298.4796,3630.906,71,0,92.6723,595,0.531208992,0.09670686,0.084181666,0.062953994,0.282768488,0.167497605,295.9920959,295.7061462,0.066447079,0.166571945,2,1
516,21.262,5.826548585,-75.73049948,9.579755,5.043027,-4.937775,303.1543,3589.459,45,0,92.6723,594,0.535824001,0.099561237,0.088547163,0.067438245,0.269097239,0.189872473,295.9920959,295.7061462,0.080427378,0.164302051,2,1
517,21.303,5.826652345,-75.73084494,9.649053,5.096754,-4.918304,318.3123,3550.8562,16,0,185.3446,594,0.522099018,0.101544946,0.08947441,0.072595015,0.262392163,0.168285847,296.2468872,295.9893494,0.076012492,0.165931389,2,1
518,21.344,5.826884279,-75.73112692,9.574082,5.939965,-4.962387,335.1549,3519.2566,0,0,185.3446,594,0.520097017,0.10778977,0.098742336,0.085329652,0.212614357,0.147065133,296.2468872,296.4130249,0.074211538,0.136150733,5,1
519,21.385,5.82719922,-75.73131369,10.311826,5.802544,-5.019733,328.922,3498.4656,12,0,185.3446,598,0.606307983,0.102743104,0.090967134,0.073241681,0.278976917,0.176552489,296.5016785,296.5547791,0.081563413,0.166600347,5,1
520,21.427,5.827553224,-75.73142234,9.86173,5.441808,-5.166005,338.2685,3486.3716,19,92.6723,185.3446,598,0.52127701,0.099743493,0.088726774,0.070085309,0.282838136,0.183991835,297.0091248,296.8363342,0.077951767,0.169672921,2,1
521,21.468,5.827908449,-75.73153098,12.170559,5.195027,-4.396329,346.925,3474.2776,19,131.0584,185.3446,598,0.514726996,0.101247765,0.093979307,0.074984469,0.272552937,0.187301457,297.5144653,297.3974915,0.084465936,0.162020057,2,1
522,21.509,5.828277101,-75.73151389,11.684061,4.83626,-4.579467,346.3095,3476.1802,5,92.6723,185.3446,592,0.536361992,0.10028743,0.092504248,0.072787337,0.276248693,0.185017779,297.0091248,297.117218,0.081895083,0.162631407,2,1
523,21.55,5.828646974,-75.73148825,11.401889,5.477511,-4.678566,340.8223,3479.0337,0,92.6723,185.3446,592,0.574576974,0.099728048,0.090682209,0.070087492,0.276432633,0.177759767,296.7554016,296.9767761,0.078882523,0.162124008,2,1
524,21.592,5.829018068,-75.73148703,11.158753,5.295424,-4.755997,327.2198,3479.1697,12,131.0584,185.3446,587,0.539290011,0.096325599,0.087598197,0.06747248,0.279141247,0.168600336,296.5016785,296.2725525,0.070049495,0.158931166,2,1
525,21.633,5.829389161,-75.73148459,10.863666,5.079846,-4.835273,314.9152,3479.5764,13,131.0584,207.2216,587,0.429320991,0.096029833,0.084782474,0.064676389,0.279325008,0.166176468,295.9920959,296.2725525,0.07090959,0.157100007,2,1
526,21.674,5.829757814,-75.73152854,10.456109,4.766373,-4.98746,314.3876,3475.231,49,0,207.2216,579,0.358251989,0.096435949,0.085204676,0.066449888,0.274713874,0.172676206,295.9920959,296.2725525,0.073658898,0.1570279,2,1
527,21.715,5.830126466,-75.73157248,10.107886,4.501293,-5.110009,313.8601,3470.8872,34,0,262.1168,579,0.385443985,0.099011749,0.087421916,0.067167372,0.268595815,0.167133957,296.7554016,296.9767761,0.070329808,0.160052404,2,1
528,21.757,5.830495119,-75.73161643,8.544126,4.812415,-4.890035,317.0151,3467.6245,22,0,334.1347,573,0.425882995,0.099504843,0.087891757,0.066432223,0.27133739,0.169627815,296.5016785,296.6955566,0.07155332,0.161503211,2,1
529,21.798,5.83086255,-75.73166037,8.358935,4.662908,-4.946762,323.4613,3464.3762,33,0,370.6892,573,0.423689991,0.099561237,0.090311512,0.070396781,0.27298817,0.174226388,296.5016785,296.5547791,0.075242877,0.165673777,2,1
530,21.839,5.831229982,-75.73170676,8.940978,4.537279,-5.004071,325.7525,3461.647,11,0,370.6892,573,0.434464008,0.10029228,0.089246005,0.070396781,0.267923921,0.174132764,297.0091248,297.117218,0.073480129,0.16470179,2,1
531,21.88,5.831596193,-75.73171164,8.763802,4.396459,-5.066118,320.4408,3463.8289,41,92.6723,370.6892,578,0.48792699,0.101324528,0.089896053,0.068494625,0.277666092,0.178500593,296.2468872,296.1311035,0.075676113,0.164691538,2,1
532,21.922,5.831942872,-75.73158591,8.549393,4.94388,-5.151558,320.037,3480.7783,23,92.6723,278.0169,578,0.443457991,0.095611528,0.085306987,0.064532906,0.276633203,0.172871903,295.9920959,295.9896851,0.069817558,0.15969649,2,1
533,21.963,5.832267579,-75.73140891,8.336107,4.762673,-4.528256,322.5134,3503.7534,28,0,278.0169,582,0.464574009,0.097704828,0.087839961,0.067945197,0.273377657,0.18075493,296.2468872,296.4136658,0.075286373,0.155900121,2,1
534,22.004,5.832594728,-75.73123068,8.160857,4.617588,-4.594911,325.0045,3526.8508,5,0,293.0555,569,0.443428993,0.099561237,0.089686476,0.068252593,0.278713614,0.198215783,296.5016785,296.5547791,0.084404938,0.161616609,2,1
535,22.045,5.832919435,-75.73105246,8.001592,4.487189,-4.650257,329.4592,3550.7104,22,0,293.0555,575,0.613828003,0.097654589,0.086145848,0.065307386,0.282838136,0.180999041,297.0091248,296.8363342,0.073480129,0.166572243,2,1
536,22.087,5.833246583,-75.73087424,8.5227,4.338753,-4.726465,317.2865,3574.6694,20,92.6723,293.0555,575,0.565505028,0.098895296,0.088491417,0.065571427,0.286028773,0.181440949,296.5016785,296.8363342,0.073934115,0.165177092,2,1
537,22.128,5.833590822,-75.73075217,8.37605,4.9143,-4.778599,308.8163,3592.9575,27,92.6723,262.1168,575,0.562856019,0.099926755,0.090606883,0.069930218,0.27826345,0.185291469,297.0091248,296.9767761,0.078070462,0.160834283,2,1
538,22.169,5.833957033,-75.73069113,8.23868,4.799017,-4.832038,309.1854,3605.4495,6,131.0584,262.1168,572,0.618330002,0.098265931,0.087956294,0.069533184,0.283880293,0.181531727,297.0091248,296.5547791,0.078342132,0.165670395,2,1
539,22.21,5.834296388,-75.73080344,8.13651,4.710323,-4.883002,324.3147,3598.4319,37,131.0584,393.1753,572,0.641520977,0.099509552,0.090015031,0.068488933,0.28537032,0.161111996,297.5144653,297.117218,0.06685368,0.17462486,2,1
540,22.252,5.83459546,-75.73101584,8.091075,4.672504,-4.899497,335.4727,3580.6477,11,131.0584,393.1753,566,0.54926002,0.100848377,0.093025468,0.07453686,0.269258767,0.175428122,297.0091248,297.117218,0.076662764,0.170605808,2,1
541,22.293,5.834857911,-75.73127951,8.07732,4.661096,-4.904331,322.1331,3556.6487,34,92.6723,393.1753,571,0.533932984,0.09989848,0.092601918,0.073747993,0.272988677,0.177466139,297.5144653,297.3974915,0.077765115,0.169347763,2,1
542,22.334,5.835119142,-75.73154318,8.082519,4.668716,-4.889931,306.9902,3532.7153,30,92.6723,463.3615,571,0.428070992,0.098895296,0.092999324,0.071089283,0.293644071,0.195910692,297.5144653,297.117218,0.081162155,0.164712206,2,1
543,22.375,5.835382814,-75.73180686,7.408459,4.679242,-4.190712,307.6132,3509.6165,41,92.6723,524.2336,571,0.433319002,0.099472612,0.092309162,0.07175301,0.286675632,0.198742718,297.2617798,297.117218,0.086435631,0.161758006,2,1
544,22.417,5.835644044,-75.73207053,7.401952,4.674127,-4.191303,315.8452,3486.6143,14,0,524.2336,562,0.455148995,0.099048123,0.090789065,0.071655504,0.278485358,0.198888764,297.7661133,297.5372925,0.087177522,0.160776824,2,1
545,22.458,5.835906495,-75.7323342,7.42798,4.701115,-4.161196,314.3808,3463.7515,29,0,593.3922,571,0.457084,0.099366933,0.088724636,0.069065146,0.29386279,0.1932621,297.0091248,297.117218,0.081041276,0.163876623,2,1
546,22.499,5.836168947,-75.73259787,7.4388,4.711967,-4.15024,308.0797,3441.5618,12,92.6723,655.2921,571,0.264813006,0.097654589,0.08834026,0.06749776,0.295410037,0.188030124,296.5016785,296.8363342,0.076024979,0.165673777,2,1
547,22.54,5.836430177,-75.73286154,7.45667,4.729285,-4.134715,321.2562,3419.6377,44,0,655.2921,563,0.420397997,0.096788913,0.086804867,0.065104842,0.284073293,0.176412612,296.5016785,296.6955566,0.074224785,0.167819053,2,1
548,22.582,5.836693849,-75.73312522,7.457728,4.729457,-4.137422,340.434,3397.917,29,0,723.7938,573,0.394315988,0.098549195,0.088046856,0.070768639,0.282117814,0.174608231,297.0091248,296.8363342,0.075851105,0.169257671,2,1
549,22.623,5.836967286,-75.73337668,7.489073,4.760316,-4.790333,348.3661,3378.3572,29,92.6723,786.3505,573,0.359180003,0.097524397,0.087091915,0.068135649,0.286442637,0.173737437,296.7554016,296.8363342,0.074500576,0.175186366,2,1
550,22.664,5.83725171,-75.73361594,7.493769,4.764793,-4.786625,346.2791,3360.8628,0,0,786.3505,564,0.507731974,0.099413678,0.092999324,0.071406014,0.2855542,0.181440949,297.5144653,297.677124,0.08091861,0.176190764,2,1
551,22.705,5.837536134,-75.7338552,7.455831,4.726757,-4.825003,341.2047,3343.5437,4,0,834.0507,576,0.634091973,0.101786301,0.093243383,0.07391692,0.282117814,0.173009411,297.0091248,297.117218,0.079227909,0.170096487,2,1
552,22.747,5.837895021,-75.73392844,7.427732,4.705455,-4.822513,343.0423,3347.0068,17,0,834.0507,576,0.403391987,0.098298855,0.088871509,0.071213543,0.282909781,0.183055282,297.0091248,297.3974915,0.080218628,0.175066054,2,1
553,22.788,5.838261232,-75.73398215,7.361699,4.646207,-4.858015,350.3538,3353.1177,0,0,834.0507,573,0.390769005,0.096377909,0.086199053,0.064624913,0.289288789,0.160916433,296.5016785,296.8363342,0.066133328,0.163876623,2,1
554,22.829,5.838628663,-75.73403586,7.32268,4.613085,-4.870497,351.6533,3359.7546,43,92.6723,834.0507,573,0.537433028,0.097425535,0.085046232,0.064472072,0.292548835,0.155003771,297.0091248,296.8363342,0.06176731,0.168755278,2,1
555,22.87,5.838996095,-75.73408957,7.298358,4.59376,-4.872333,344.7599,3367.0125,47,92.6723,834.0507,573,0.565719008,0.098426312,0.086862057,0.065303266,0.286971033,0.16430667,296.7554016,296.8363342,0.067406669,0.159860134,2,1
556,22.912,5.839330568,-75.73423117,7.33421,5.306692,-4.830901,348.4228,3363.9897,2,92.6723,926.723,573,0.590287983,0.102863319,0.096373908,0.081981741,0.258284539,0.2028182,296.5016785,296.5547791,0.090640716,0.159327909,2,1
557,22.953,5.839643068,-75.73443259,7.345876,4.641209,-4.825126,349.2125,3354.8035,44,92.6723,926.723,564,0.641569972,0.101426817,0.092025466,0.077409819,0.267878175,0.197258189,296.5016785,296.8363342,0.092252068,0.168090299,2,1
558,22.994,5.839931154,-75.73466086,7.340877,4.634563,-4.837537,338.166,3342.1035,44,0,926.723,569,0.674369991,0.101786301,0.090013802,0.07256645,0.251372874,0.174515694,297.0091248,296.8363342,0.077331372,0.162020057,2,1
559,23.035,5.84002881,-75.73500144,7.377445,4.664151,-4.154052,334.2588,3310.4868,40,0,1019.3953,569,0.556797028,0.099743493,0.090013802,0.073274113,0.251372874,0.167251885,297.0091248,297.117218,0.075930871,0.166173995,2,1
560,23.076,5.840044679,-75.73537375,7.536886,4.801671,-4.771583,335.1217,3272.4705,44,0,1019.3953,569,0.452257007,0.096846953,0.086263075,0.062980056,0.261105984,0.161616713,295.9920959,295.8479004,0.066375136,0.156441063,2,1
561,23.118,5.840196046,-75.73568137,7.731443,4.966757,-4.709642,340.9384,3246.8442,96,0,1019.3953,572,0.399625003,0.093476772,0.077817135,0.058744106,0.263293982,0.14112395,295.9920959,295.9896851,0.055715717,0.161432132,2,1
562,23.159,5.840552492,-75.73578513,6.530845,4.436283,-4.640153,344.9245,3251.3765,52,0,1112.0675,570,0.666310012,0.098265931,0.086264424,0.068490908,0.276809216,0.16774334,295.9920959,295.9896851,0.068810582,0.177598342,2,1
563,23.2,5.840908937,-75.73588889,7.757214,4.790784,-4.108506,351.0422,3256.0085,25,92.6723,1112.0675,570,0.524459004,0.099812195,0.091923684,0.073546603,0.295850724,0.18446517,295.9920959,296.1311035,0.074481368,0.174281895,2,1
564,23.241,5.841265382,-75.73599143,7.421869,5.068709,-4.343935,360.9828,3261.6521,25,92.6723,1112.0675,561,0.503022015,0.09832751,0.0863671,0.066845194,0.274028003,0.156405956,296.5016785,296.1311035,0.068552509,0.15911001,2,1
565,23.283,5.841587648,-75.73615988,4.239016,5.059259,-4.783657,367.4518,3259.342,60,0,1112.0675,561,0.563471973,0.099498458,0.087753251,0.070539355,0.255856544,0.145958766,295.4803772,295.4219666,0.056805849,0.139862061,2,0
566,23.324,5.841757326,-75.73646262,4.238379,5.057231,-4.768995,343.9262,3236.6941,33,0,1112.0675,565,0.559004009,0.100477479,0.08685644,0.068293706,0.256974787,0.15700534,295.9920959,295.9896851,0.06999208,0.1571583,2,0
567,23.365,5.841806154,-75.73683127,5.855514,5.037933,-4.773037,309.2963,3201.8687,56,92.6723,1204.7399,565,0.598254979,0.099561237,0.08517918,0.066705503,0.251372874,0.157415748,296.5016785,296.8363342,0.069882765,0.159327909,2,1
568,23.406,5.841977052,-75.73709738,5.810057,4.99312,-4.810126,326.9166,3180.1311,49,92.6723,1204.7399,570,0.477842987,0.099812195,0.089572355,0.070057541,0.260037541,0.183776081,296.7554016,296.8363342,0.079996333,0.166652665,2,1
569,23.448,5.842270021,-75.73689231,5.831927,5.013985,-4.80132,335.1909,3210.0984,49,0,1204.7399,567,0.585604012,0.100564629,0.089942835,0.072640568,0.265301883,0.174344137,296.5016785,296.5547791,0.07641241,0.169278473,2,1
570,23.489,5.842560548,-75.73668967,5.875108,5.055478,-4.780083,341.7769,3241.0427,49,0,1204.7399,567,0.584694028,0.100964569,0.089686476,0.071096726,0.265894294,0.177856773,295.9920959,295.9896851,0.075093597,0.158931166,5,1
571,23.53,5.842914552,-75.73671408,5.902153,5.081269,-4.769333,348.5991,3247.5051,42,0,1204.7399,567,0.632431984,0.096351758,0.082868278,0.062528782,0.269838214,0.161137998,295.9920959,295.9896851,0.065672435,0.159046695,5,1
572,23.571,5.843266115,-75.73683249,5.135284,5.135284,-4.724461,362.8128,3243.0024,54,0,1204.7399,568,0.59444201,0.098959394,0.088962197,0.067785919,0.274463922,0.191977262,296.2468872,296.1311035,0.078236431,0.1569812,2,0
573,23.613,5.843544435,-75.7370156,5.150116,5.150116,-4.712858,367.966,3230.0349,60,0,1204.7399,568,0.580446005,0.099681556,0.087857455,0.068057783,0.275183082,0.176589727,295.9920959,296.1311035,0.07206358,0.160919547,5,0
574,23.654,5.843610353,-75.73738303,5.151929,5.151929,-4.698795,363.192,3192.0806,14,92.6723,1204.7399,581,0.572831988,0.099681556,0.092797197,0.070689291,0.309578896,0.209256932,296.5016785,296.2725525,0.086023927,0.180654049,2,0
575,23.695,5.843676271,-75.73774924,5.101045,5.101045,-4.740199,359.3058,3154.3027,0,92.6723,1290.7758,581,0.246014997,0.097049437,0.091671742,0.068839543,0.32116279,0.204463631,296.5016785,296.5547791,0.081659101,0.171986312,2,0
576,23.736,5.84374341,-75.73811545,5.088615,5.088615,-4.744458,349.7661,3116.6724,0,92.6723,1290.7758,589,0.420219988,0.097697668,0.089898705,0.069475695,0.310863256,0.211806491,296.5016785,296.5547791,0.087620154,0.181885645,2,0
577,23.778,5.843809328,-75.73848288,5.099977,5.099977,-4.729725,342.2838,3078.9268,47,185.3446,1377.6727,586,0.622267008,0.097906478,0.088245414,0.066095121,0.303126723,0.195021778,295.9920959,296.2725525,0.079924375,0.175043806,2,0
578,23.819,5.843875245,-75.73885031,5.087617,5.087617,-4.743527,336.3759,3041.2842,48,185.3446,1377.6727,584,0.59484297,0.0972763,0.089273669,0.067539528,0.285730481,0.194670469,296.5016785,296.5544434,0.079955287,0.164998472,2,0
579,23.86,5.843998536,-75.73856345,5.086133,5.086133,-4.74531,347.2009,3075.6372,47,185.3446,1377.6727,586,0.595247984,0.097906478,0.088245414,0.066095121,0.303126723,0.195021778,295.9920959,296.2725525,0.079924375,0.175043806,2,0
580,23.901,5.844127931,-75.73821311,5.093638,5.093638,-4.742805,355.3104,3116.97,0,185.3446,1290.7758,586,0.417400986,0.096974596,0.088092431,0.066083707,0.304339647,0.196145117,295.9920959,296.1311035,0.081560671,0.17625913,2,0
581,23.943,5.844254884,-75.73786399,5.128515,5.128515,-4.718233,359.428,3158.0159,1,92.6723,1260.4795,579,0.309558988,0.098200582,0.091345534,0.069368482,0.30904451,0.212007076,295.9920959,296.2725525,0.088200696,0.18088448,2,0
582,23.984,5.844384279,-75.73751486,5.154743,5.154743,-4.707648,357.07,3199.3398,0,92.6723,1260.4795,579,0.501110971,0.098338537,0.091343731,0.071288943,0.312108397,0.209696412,296.5016785,296.5547791,0.087547272,0.181265578,2,0
583,24.025,5.844513673,-75.73716452,5.192099,5.192099,-4.691338,354.6259,3240.8762,17,0,1172.2222,579,0.594025016,0.098431133,0.089772068,0.070561074,0.304733098,0.206914335,296.5016785,296.5547791,0.085478298,0.180865079,2,0
584,24.066,5.844652833,-75.73684104,5.24151,5.24151,-4.666827,351.8849,3279.7554,23,0,1172.2222,560,0.524231017,0.100682028,0.092904374,0.074113332,0.275098264,0.186559826,296.5016785,296.2725525,0.085138693,0.165776804,2,0
585,24.108,5.844955568,-75.73704001,5.221219,5.221219,-4.679955,361.1517,3267.5005,27,0,1172.2222,560,0.55122,0.10146223,0.09134838,0.073931418,0.27030918,0.188633353,295.9920959,296.2725525,0.08257243,0.169510335,2,0
586,24.149,5.845148439,-75.73733908,5.180903,5.180903,-4.706317,353.9736,3241.4216,49,0,1146.293,576,0.586519003,0.098008797,0.088487178,0.068648733,0.261578351,0.180033654,296.2468872,296.2725525,0.078955173,0.156548664,2,0
587,24.19,5.845500001,-75.73741477,5.20198,5.20198,-4.687716,359.2387,3245.0635,76,92.6723,1146.293,572,0.597563028,0.097170986,0.085046232,0.065213315,0.265301883,0.171108142,296.5016785,296.5547791,0.073403023,0.148556158,2,0
588,24.231,5.845868654,-75.73737082,3.59842,5.249072,-4.654837,371.4991,3261.9995,76,92.6723,1127.4071,572,0.691841006,0.098030418,0.085557304,0.063265741,0.272988677,0.180470869,296.5016785,296.5547791,0.074291438,0.150982305,2,0
589,24.273,5.846237306,-75.73734152,3.659211,5.317213,-4.6308,351.9718,3278.1104,45,0,1127.4071,572,0.558501005,0.099228263,0.087379187,0.069286883,0.267855704,0.17551136,296.2468872,296.2725525,0.075876571,0.159894854,2,0
590,24.314,5.846566896,-75.73745871,3.759879,5.426492,-4.573186,312.6428,3277.6904,68,92.6723,1218.9137,569,0.511289001,0.100550652,0.087427258,0.07055743,0.247514278,0.149156272,295.9920959,295.9896851,0.066792414,0.148904741,2,0
591,24.355,5.846808595,-75.73773703,2.147671,5.495561,-4.548109,294.0293,3257.2871,51,92.6723,1208.299,569,0.436883003,0.102706365,0.09134838,0.074790567,0.233040929,0.152633458,296.5016785,296.5547791,0.073270626,0.143404007,2,0
592,24.396,5.847030763,-75.73803733,2.200345,5.559649,-4.518265,322.6753,3234.7434,40,92.6723,1208.299,569,0.482776999,0.100163788,0.089059897,0.069207005,0.268665314,0.177230209,296.5016785,296.6955566,0.077690758,0.1563012,2,0
593,24.438,5.847252931,-75.73833518,1.38015,5.582799,-4.503559,351.1526,3212.6355,49,92.6723,1300.7177,564,0.578518987,0.099022269,0.090665489,0.068494625,0.291020632,0.183962941,296.5016785,296.5547791,0.077838629,0.171738327,2,0
