OBJECTID,Linear_Distance_km_,Latitude,Longitude,HS,UCL,LCL,Resistencia,Distancia_area,porcen_cobertura,Dist_rios,Dist_corred,Altitud,NDVI,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7,Band_8,Band_9,Band_10,Band_1,HOTSP
1,0.021,5.747495851,-75.60576682,-10.446496,5.742451,-5.821083,361.4532,13701.0977,0,92.6723,11400.1992,597,0.294225991,0.106799334,0.094446585,0.084969744,0.189226121,0.14909178,300.0105286,299.891571,0.088940039,0.136119008,1,0
2,0.062,5.747140626,-75.6058718,-10.496029,5.556452,-5.909606,354.6476,13682.7744,0,92.6723,11488.375,597,0.241870999,0.117380954,0.109675422,0.107333697,0.184968024,0.183991835,300.9951477,300.9841919,0.130431667,0.148367107,1,0
3,0.103,5.746784181,-75.60597678,-10.516991,5.352579,-5.982828,356.2083,13664.415,0,92.6723,11517.1201,589,0.255778015,0.117970839,0.107773654,0.105156273,0.187810868,0.164277285,300.9951477,300.7119446,0.108762875,0.144196033,1,0
4,0.144,5.746427736,-75.60608298,-10.554559,6.273501,-6.067077,357.6573,13646.1504,0,92.6723,11605.1475,589,0.336463988,0.120875493,0.109351099,0.106157631,0.188978195,0.16269204,300.5028381,300.4378662,0.110375226,0.153708339,1,0
5,0.186,5.746072511,-75.60618918,-10.595654,6.092167,-6.145568,342.2734,13627.9189,0,0,11605.1475,584,0.318883002,0.111706629,0.100053288,0.096289933,0.142712533,0.094974153,295.4803772,295.4219666,0.060702447,0.119133815,5,0
6,0.227,5.745717287,-75.60629416,-10.62765,5.946976,-6.20775,333.4886,13609.9609,0,0,11693.2461,583,0.072403602,0.119214892,0.110506311,0.111418389,0.116739638,0.056758046,293.4112854,293.7024231,0.040042669,0.118194863,5,0
7,0.268,5.745360841,-75.60639914,-10.648208,5.835086,-5.153777,327.455,13592.083,0,0,11693.2461,586,0.046083599,0.12010546,0.116191484,0.117412083,0.115588933,0.049191665,293.4112854,293.2685547,0.034215413,0.124271914,5,0
8,0.309,5.745001954,-75.60649558,-10.655129,5.764322,-5.181979,336.7854,13575.1533,0,0,11693.2461,586,0.195595995,0.110688984,0.099647954,0.090956897,0.146634102,0.065336235,293.9319458,293.5579224,0.035244666,0.116250992,5,0
9,0.351,5.744644288,-75.60659201,-10.651435,5.718598,-5.194757,359.6316,13558.4375,97,92.6723,11781.416,586,0.572679996,0.093326777,0.077954315,0.057330083,0.236236706,0.119162321,294.4503174,294.2783813,0.045880716,0.148768887,1,0
10,0.392,5.744286622,-75.60668967,-10.655734,5.677396,-5.211357,380.6088,13541.5771,61,92.6723,11781.416,592,0.667488992,0.092584237,0.079472117,0.057735428,0.303196013,0.157611951,294.9664307,294.851532,0.061270211,0.179920524,1,0
11,0.433,5.743927736,-75.6067861,-8.479769,5.653179,-5.218319,386.0212,13525.0635,100,92.6723,11898.1992,592,0.397626013,0.091101214,0.072290584,0.048997972,0.265301883,0.126612991,295.4803772,295.4219666,0.047887702,0.146531671,1,0
12,0.474,5.743568849,-75.60688254,-8.497493,5.621552,-5.239252,396.4208,13508.5654,99,185.3446,11898.1992,592,0.343629986,0.089060098,0.071271211,0.046437256,0.253428072,0.122479066,294.9664307,295.137085,0.044259064,0.146531671,1,0
13,0.516,5.743211183,-75.60697898,-8.498105,5.614742,-5.241294,394.236,13492.2334,87,185.3446,11986.2939,592,0.583577991,0.090132102,0.073823139,0.04994892,0.252326041,0.127842814,295.2233887,295.4219666,0.049210586,0.144024476,1,0
14,0.557,5.742853517,-75.60707541,-8.498608,5.615074,-5.241604,379.0905,13476.0049,0,185.3446,11986.2939,591,0.487572014,0.093764395,0.07788837,0.061260331,0.245252192,0.138864622,296.5016785,296.4136658,0.057887059,0.133773267,1,0
15,0.598,5.742505617,-75.60704856,-10.651779,5.738936,-5.188208,382.4658,13473.5762,0,185.3446,11986.2939,591,0.453435987,0.104443267,0.092533365,0.08347407,0.242626488,0.158117324,297.7661133,297.677124,0.079208374,0.146312222,1,0
16,0.639,5.742168703,-75.60689231,-10.617959,5.986439,-6.19012,395.7853,13485.7891,0,185.3446,12074.457,591,0.288933992,0.144978374,0.136475891,0.146730423,0.219025359,0.196061134,300.9951477,300.8480835,0.130576909,0.200731069,1,0
17,0.681,5.741833009,-75.60673484,-10.556336,6.267404,-6.070005,380.923,13498.168,8,185.3446,12074.457,592,0.478560001,0.104305148,0.091251701,0.080973506,0.230754495,0.16953364,298.2683411,298.5121765,0.091974676,0.161495969,1,0
18,0.722,5.741496095,-75.60657736,-10.522622,5.389746,-5.976231,376.3108,13510.7334,0,278.0169,12134.7637,592,0.127525002,0.128206149,0.120575331,0.125996515,0.207514137,0.214752406,300.5038147,300.4390564,0.15297097,0.163882464,1,0
19,0.763,5.741159181,-75.60642111,-10.481427,5.622609,-5.880274,386.978,13523.2373,8,278.0169,12134.7637,593,0.331562012,0.135628313,0.133770853,0.135211006,0.215009212,0.221184969,300.5038147,300.4390564,0.161586612,0.173514679,1,0
20,0.804,5.740823488,-75.60626364,-10.443848,5.831071,-5.793871,396.1467,13535.9756,2,278.0169,12134.7637,593,0.283679008,0.12978965,0.1204964,0.108604126,0.204966128,0.192238465,300.5038147,300.7119446,0.131400198,0.159480542,1,0
21,0.846,5.740486574,-75.60610617,-10.41551,6.03498,-5.71537,399.9272,13548.8916,0,262.1168,12223.2617,593,0.277419001,0.115646243,0.10651201,0.099348344,0.211882293,0.182767272,300.9951477,300.9841919,0.122254997,0.154470757,1,0
22,0.887,5.74015088,-75.60594992,-10.372944,6.257978,-5.621252,398.8983,13561.7012,0,262.1168,12223.2617,595,0.140988007,0.119477026,0.111057512,0.112589873,0.173509419,0.175810084,301.9721375,301.7975159,0.129670218,0.154448032,1,0
23,0.928,5.74001172,-75.60623557,-10.409723,6.065081,-5.702636,377.7224,13528.3213,0,262.1168,12223.2617,595,0.152147993,0.135070562,0.122625001,0.133458391,0.176997855,0.230285719,301.9721375,301.7975159,0.190520868,0.148028612,1,0
24,0.969,5.740043458,-75.60659201,-10.444456,5.795258,-5.804538,373.893,13489.3115,0,262.1168,12223.2617,597,0.270399004,0.124716327,0.117085859,0.118375629,0.199522406,0.210579872,300.9951477,301.1200562,0.163695306,0.16471909,1,0
25,1.01,5.740148439,-75.6069509,-10.510135,5.480072,-5.941504,374.5775,13451.0078,0,185.3446,12250.9834,597,0.375449002,0.118001625,0.109645262,0.11620754,0.191396102,0.238165125,300.9951477,301.2558899,0.182680577,0.157539055,1,0
26,1.052,5.740250978,-75.60730857,-10.55667,6.267602,-6.070197,370.5425,13412.8486,0,185.3446,12250.9834,602,0.31933099,0.126014099,0.116949886,0.114476338,0.210506052,0.194793403,300.7494812,300.4387817,0.139526099,0.164775193,1,0
27,1.093,5.740355958,-75.60766623,-10.625631,5.908027,-6.216656,358.1454,13374.7305,2,92.6723,12279.3418,602,0.400278986,0.112013653,0.105812564,0.097049691,0.22000359,0.172308788,300.5038147,300.4390564,0.104581818,0.155279025,1,0
28,1.134,5.740513429,-75.60800315,-8.498387,5.589732,-5.247283,328.0928,13339.625,19,92.6723,12279.3418,594,0.329661012,0.098900072,0.089740872,0.066896498,0.297067732,0.182536706,297.5144653,297.3974915,0.079227909,0.184080139,1,0
29,1.175,5.740673341,-75.60834006,-6.449675,5.288648,-5.382555,296.9174,13304.5674,45,0,12279.3418,594,0.678870022,0.098030418,0.088674642,0.064070955,0.28513962,0.164924085,297.0091248,297.117218,0.07118766,0.181156278,1,0
30,1.217,5.740873536,-75.60864279,-6.548102,5.035867,-5.495014,277.3731,13273.8438,60,0,12220.4512,594,0.637905002,0.09441267,0.081934832,0.060142342,0.28331843,0.157723546,295.9920959,296.2725525,0.06568832,0.165777653,2,0
31,1.258,5.741173829,-75.60886252,-5.565171,4.833131,-5.565171,280.9919,13253.8594,52,0,12220.4512,601,0.675064027,0.098030418,0.084579222,0.062179901,0.29995209,0.178437829,295.9920959,296.2725525,0.07422176,0.172788635,2,0
32,1.299,5.741474122,-75.60908103,-5.689224,5.578594,-4.664877,300.4684,13234.0615,82,0,12220.4512,596,0.687232018,0.094012275,0.080262557,0.056790568,0.291530877,0.160973221,295.9920959,296.2725525,0.063371114,0.16794768,2,0
33,1.34,5.741773195,-75.60930075,-5.762959,5.362444,-4.751559,336.9533,13214.1426,70,92.6723,12162.6875,596,0.641167998,0.100832768,0.087713227,0.06837175,0.294585675,0.180837974,296.2468872,296.5544434,0.077898011,0.183548242,2,0
34,1.382,5.742073488,-75.60951926,-4.83822,6.16228,-4.83822,338.0334,13194.6055,47,92.6723,12162.6875,596,0.636699021,0.098168656,0.087612495,0.065396585,0.326429844,0.197285295,296.5006104,296.4130249,0.07802926,0.188929617,2,0
35,1.423,5.74237256,-75.60973899,-4.929375,5.954431,-4.929375,317.5271,13174.9355,0,92.6723,12162.6875,602,0.498896986,0.10029228,0.091165647,0.07149861,0.31973514,0.201489463,296.5016785,296.5547791,0.083711617,0.194981247,2,0
36,1.464,5.7425459,-75.61002707,-4.997075,5.764049,-4.997075,325.7051,13145.8271,20,131.0584,12075.168,602,0.432754993,0.10028743,0.092562489,0.071889788,0.299586713,0.184713393,296.5016785,296.5547791,0.082880653,0.170081213,2,0
37,1.505,5.742555665,-75.61039817,-5.106154,5.531666,-5.106154,338.3093,13105.0771,9,131.0584,12106.0674,602,0.517010987,0.094534546,0.080031641,0.056485295,0.279494464,0.13800849,295.4803772,295.5640564,0.051990621,0.152541637,2,0
38,1.547,5.742565431,-75.6107717,-5.234758,5.284485,-5.234758,339.0126,13064.0654,100,131.0584,12106.0674,609,0.609624028,0.090679795,0.074117929,0.051755037,0.262131631,0.130175516,295.2233887,295.2788391,0.049478203,0.157876909,2,0
39,1.588,5.742575197,-75.61114524,-5.325693,5.076051,-4.38008,339.9412,13023.0537,100,207.2216,12137.5947,609,0.641857028,0.093532652,0.079464167,0.057307944,0.256559968,0.139012232,295.2233887,295.2788391,0.055320434,0.148239419,2,0
40,1.629,5.742616701,-75.61150901,-5.426067,5.792542,-4.491183,344.1924,12983.6406,88,207.2216,12137.5947,616,0.661330998,0.089721702,0.072939731,0.050925571,0.271955431,0.138834462,295.4803772,295.7061462,0.049476456,0.165289551,2,0
41,1.67,5.742782716,-75.61184226,-5.515375,5.574522,-4.591217,342.1431,12949.6309,100,262.1168,12169.7461,616,0.697332978,0.091939047,0.075577393,0.054244801,0.263542563,0.136991501,295.4803772,295.137085,0.054551214,0.167210191,2,0
42,1.712,5.742948732,-75.61217551,-5.594149,5.371187,-4.680371,327.5297,12915.6396,89,262.1168,12169.7461,603,0.623862028,0.095967241,0.082692146,0.058744106,0.283127457,0.157440722,295.4803772,295.137085,0.062322825,0.177796081,2,0
43,1.753,5.743019533,-75.61251975,-5.652555,5.200351,-4.748146,325.0071,12878.8965,95,262.1168,12169.7461,603,0.632315993,0.091791257,0.077954315,0.054835379,0.266806692,0.150971904,294.9664307,295.137085,0.05832452,0.183127791,2,0
44,1.794,5.742926759,-75.61287985,-5.733166,5.01652,-4.837359,337.1068,12837.7227,100,334.1347,12202.5166,603,0.637992024,0.093331255,0.084512703,0.059641346,0.299448192,0.173390105,294.9664307,295.137085,0.070419468,0.17834945,2,0
45,1.835,5.742914552,-75.61323874,-5.823267,4.77734,-4.939883,317.415,12798.0098,99,334.1347,12202.5166,636,0.645340979,0.093328848,0.083923191,0.05807006,0.321889043,0.182249069,294.9664307,295.137085,0.069929302,0.185579613,2,0
46,1.877,5.743021974,-75.61359641,-4.282655,5.173227,-5.14228,288.3135,12760.4092,89,207.2216,12235.9023,609,0.722667992,0.091791257,0.079220571,0.05543768,0.32852602,0.176228359,295.4803772,295.137085,0.062897719,0.189669415,2,0
47,1.918,5.743092775,-75.61395774,-4.378789,4.963081,-4.378789,298.4353,12721.8135,96,207.2216,12235.9023,610,0.684880018,0.093134329,0.078980058,0.056621052,0.299164653,0.155395299,295.4803772,295.4219666,0.059232071,0.178161696,2,0
48,1.959,5.743068361,-75.61432883,-4.426691,4.834169,-4.426691,314.1775,12680.5664,72,185.3446,12269.8955,610,0.648072004,0.092899375,0.078086615,0.055885948,0.277843654,0.155705839,295.4803772,295.5640564,0.059079777,0.164070681,2,0
49,2,5.742985353,-75.61469016,-3.664998,4.691131,-4.500611,326.8728,12639.416,96,278.0169,12269.8955,611,0.547006011,0.092237659,0.078033298,0.053790584,0.25796181,0.145605206,294.9664307,294.9943237,0.055857986,0.165879831,2,0
50,2.042,5.742772951,-75.61497214,-3.698179,4.627302,-4.530727,341.5064,12604.8262,44,278.0169,12269.8955,630,0.538037002,0.097998776,0.083751515,0.064547636,0.264787585,0.156706363,295.4803772,295.4219666,0.070101388,0.155013308,2,0
51,2.083,5.742475099,-75.61519309,-3.706722,4.611774,-4.538571,332.0868,12575.5957,50,278.0169,12304.4941,630,0.681927979,0.093738526,0.08131244,0.059937891,0.267068386,0.153009921,295.9920959,295.7061462,0.062445275,0.161432132,2,0
52,2.124,5.742429933,-75.61554709,-3.758103,5.323429,-4.583697,319.5999,12535.8906,94,278.0169,12390.3936,638,0.651847005,0.089071155,0.073603809,0.053169504,0.253671169,0.130663157,295.9920959,295.9896851,0.053237066,0.154734999,2,0
53,2.165,5.742587404,-75.61588401,-3.839433,5.1503,-4.656682,315.4343,12501.3242,87,278.0169,12304.4941,638,0.691497982,0.095131159,0.082357109,0.062641412,0.261198252,0.154945612,295.9920959,296.1311035,0.066926427,0.150064051,2,0
54,2.207,5.742660646,-75.61624045,-3.890265,5.017502,-4.700062,315.4536,12463.3232,56,278.0169,12339.6914,638,0.690430999,0.093074635,0.07897301,0.057091512,0.278136611,0.15392068,295.4803772,295.7061462,0.061748542,0.170910984,2,0
55,2.248,5.742597169,-75.61660178,-3.952951,4.892139,-4.75705,330.6852,12422.4775,48,278.0169,12339.6914,645,0.715220988,0.093585603,0.082151011,0.057625379,0.294173449,0.15976052,295.4803772,295.7061462,0.062246218,0.148310736,2,0
56,2.289,5.742458009,-75.61694602,-4.009736,4.787052,-4.809444,333.6221,12382.3193,76,278.0169,12373.7471,645,0.680594027,0.090983056,0.077954315,0.055362057,0.263293982,0.141691506,295.4803772,295.7061462,0.055037506,0.148779839,2,0
57,2.33,5.742317628,-75.6172927,-4.069462,4.680358,-4.8649,325.3785,12341.8721,44,278.0169,12460.8926,649,0.582126975,0.096470013,0.087591097,0.064509854,0.247446924,0.164082706,296.2468872,296.1311035,0.071575828,0.14447616,2,0
58,2.372,5.742324953,-75.61764182,-4.143874,5.327839,-4.933184,331.9436,12303.5557,54,293.0555,12489.1182,649,0.67217201,0.095937267,0.081497759,0.060008425,0.256396681,0.143237889,295.4803772,295.8479004,0.058196187,0.161917254,2,0
59,2.413,5.742443361,-75.61799582,-4.234679,5.147918,-4.234679,342.7941,12266.5244,88,293.0555,12400.4395,643,0.668476999,0.092554867,0.077779412,0.05380661,0.254278302,0.139419258,295.2233887,295.1367493,0.053743422,0.148062155,2,0
60,2.454,5.742560548,-75.61834983,-4.317673,4.97764,-4.317673,352.4484,12229.4902,87,334.1347,12400.4395,643,0.680372,0.094846986,0.078290872,0.055571154,0.242046535,0.14356932,295.2233887,295.279541,0.058662049,0.148062155,2,0
61,2.495,5.742741212,-75.61866965,-3.642638,4.792944,-4.409509,357.6563,12197.4023,93,334.1347,12427.7656,643,0.699468017,0.08979205,0.075577393,0.051331755,0.245370358,0.129146278,294.9664307,295.4219666,0.051559694,0.134872258,2,0
62,2.537,5.743091554,-75.61875754,-3.709633,5.419898,-4.470427,347.0007,12193.8008,97,262.1168,12427.7656,635,0.693913996,0.090472065,0.073768899,0.051152963,0.255470663,0.142506793,295.4803772,295.279541,0.054068174,0.147582665,2,0
63,2.578,5.743456544,-75.6188198,-3.78996,5.269706,-4.544932,339.2062,12193.3115,100,262.1168,12339.3428,635,0.677193999,0.091904372,0.07483574,0.051556818,0.257045686,0.132335335,294.9664307,294.9943237,0.050276123,0.148768887,2,0
64,2.619,5.743825197,-75.61883689,-3.844384,5.151835,-4.594069,340.4378,12198.126,75,262.1168,12339.3428,626,0.71995002,0.091999665,0.079384528,0.054619931,0.268412709,0.141474977,295.4803772,295.4219666,0.055770919,0.163668215,2,0
65,2.66,5.744159669,-75.6189968,-3.93492,4.974332,-4.677357,338.9115,12186.6455,77,185.3446,12250.9834,626,0.648953021,0.093596831,0.081405088,0.058954358,0.252487063,0.145582154,295.4803772,295.4219666,0.058768168,0.150970623,2,0
66,2.702,5.744293947,-75.61932883,-4.014753,4.812114,-4.750326,335.6839,12152.6836,70,185.3446,12279.3418,626,0.710879028,0.094331279,0.080341913,0.059593987,0.247333795,0.14591974,295.2233887,295.279541,0.061458908,0.157354146,2,0
67,2.743,5.744390382,-75.61969016,-4.081772,5.397155,-4.081772,333.7676,12114.8789,48,185.3446,12279.3418,615,0.592517972,0.096832491,0.083007529,0.063884512,0.232558325,0.14776814,295.4803772,295.4219666,0.06617403,0.155549556,2,0
68,2.784,5.744571046,-75.61999777,-4.170044,5.228461,-4.170044,329.5492,12084.5977,48,92.6723,12279.3418,615,0.601265013,0.093326777,0.078387126,0.057813495,0.234503374,0.137817308,295.4803772,295.7061462,0.060458466,0.151516497,2,0
69,2.825,5.744833497,-75.62026145,-4.280661,5.015796,-4.280661,336.1542,12060.7256,44,131.0584,12308.332,611,0.603754997,0.094356008,0.084944315,0.064624913,0.242116332,0.16224955,295.4803772,295.7061462,0.066214725,0.13744764,2,0
70,2.867,5.745092287,-75.62052878,-4.321309,4.921372,-4.321309,334.5822,12036.4141,44,131.0584,12220.4512,606,0.623548985,0.09720657,0.088196792,0.069035523,0.245256498,0.173349544,295.4803772,295.7061462,0.078304909,0.148189396,2,0
71,2.908,5.745351076,-75.62079611,-3.514917,5.117708,-4.234302,333.2261,12012.3408,44,131.0584,12220.4512,606,0.611837029,0.095936112,0.086501315,0.065430582,0.243976027,0.165937558,295.4803772,295.4219666,0.069091752,0.144359261,2,0
72,2.949,5.745607423,-75.62106467,-3.352184,5.438508,-4.817299,338.6278,11988.1094,40,131.0584,12250.2822,603,0.591759026,0.099042527,0.090318412,0.07114131,0.255463123,0.174405724,295.4803772,295.5640564,0.074153438,0.148062155,2,0
73,2.99,5.745900392,-75.6212844,-3.109985,5.129379,-4.608052,334.2875,11969.9893,47,131.0584,12162.6875,601,0.592571974,0.097066149,0.08958149,0.067342088,0.255604565,0.165797263,295.4803772,295.4216309,0.069908813,0.14677763,2,0
74,3.031,5.746232423,-75.62145041,-2.913004,5.492831,-4.441337,318.9877,11958.8193,62,131.0584,12162.6875,601,0.628461003,0.097192101,0.083697468,0.063294202,0.249371991,0.150773287,295.4803772,295.4219666,0.067555182,0.147020504,2,0
75,3.073,5.746564454,-75.62161643,-2.6541,5.179726,-4.220866,309.213,11947.6885,53,92.6723,12162.6875,605,0.623624027,0.095116258,0.083037794,0.065105647,0.241785079,0.146013454,295.4803772,295.137085,0.060446486,0.142461807,2,0
76,3.114,5.746896486,-75.62178244,-2.217102,5.102751,-4.657054,316.1689,11936.6963,49,92.6723,12106.0674,605,0.528266013,0.095967241,0.086249307,0.065194868,0.278879702,0.168700472,294.9664307,294.851532,0.067179747,0.159270793,2,0
77,3.155,5.747228517,-75.62194968,-1.551816,5.360505,-5.007977,311.2435,11925.75,44,92.6723,12106.0674,596,0.598886013,0.096325599,0.084823042,0.063203789,0.265301883,0.158339188,295.4803772,295.7061462,0.06971892,0.152257547,2,0
78,3.196,5.747505617,-75.62218772,-0.647768,5.398063,-4.966218,305.7655,11905.8984,44,92.6723,12018.8506,593,0.654743016,0.095763497,0.082339376,0.063079201,0.279334992,0.154339671,295.4803772,295.7061462,0.064856201,0.156624317,2,0
79,3.238,5.747575197,-75.62253684,-0.643223,5.408606,-4.965958,309.3087,11869.3779,76,92.6723,12018.8506,593,0.674776018,0.094170675,0.078588456,0.057344414,0.282541215,0.146618187,295.2233887,295.279541,0.055516727,0.161231488,2,0
80,3.279,5.747531251,-75.62290061,-0.628963,5.43542,-4.960666,317.0814,11828.749,86,92.6723,12050.6055,593,0.649122,0.092899375,0.077592969,0.053989023,0.271748781,0.141328275,294.708374,294.7084045,0.054697294,0.155951679,3,0
81,3.32,5.74740796,-75.62325095,-0.634132,5.446583,-4.977499,330.709,11787.8203,100,92.6723,12137.5947,590,0.692857027,0.090266123,0.075256258,0.052935526,0.272464573,0.134352773,294.9664307,294.851532,0.050674625,0.155828923,3,0
82,3.361,5.747328615,-75.62361594,-0.61175,5.488318,-4.968941,346.8513,11746.2598,100,0,12169.7461,590,0.666203976,0.090546839,0.073933989,0.052437536,0.25606069,0.126612991,294.9664307,294.851532,0.048701189,0.153005183,3,0
83,3.403,5.74730298,-75.62398459,-0.605131,5.516135,-4.977463,347.5355,11705.5029,97,0,12169.7461,589,0.554848015,0.095707402,0.084857047,0.065464795,0.272430956,0.159158796,295.4803772,295.5640564,0.066508345,0.153912842,2,0
84,3.444,5.747462892,-75.62429709,-0.566118,5.568284,-4.947833,360.6362,11675.042,59,0,12115.9941,589,0.621392012,0.099311747,0.087995015,0.070573024,0.28162238,0.164119899,295.9920959,295.9896851,0.07042776,0.162253276,2,0
85,3.485,5.747704591,-75.62458029,-0.550424,5.584876,-4.932781,379.2076,11649.7393,83,0,12115.9941,589,0.584788978,0.097066149,0.085261911,0.064181447,0.28233254,0.162883341,295.9920959,295.9896851,0.067124993,0.164366812,2,0
86,3.526,5.747898683,-75.62489768,0.341938,5.602531,-4.918654,366.8637,11619.7441,76,0,12115.9941,591,0.65159899,0.09491986,0.083492234,0.060262199,0.272970498,0.157292023,296.5016785,296.4136658,0.066493504,0.164056093,2,0
87,3.568,5.747992677,-75.62525412,0.363491,5.631469,-4.904488,360.0938,11583.168,66,92.6723,12149.6172,588,0.633216977,0.095032483,0.081570663,0.06456136,0.260371268,0.145998776,296.5016785,296.8363342,0.066421553,0.151932657,2,0
88,3.609,5.748023195,-75.62562522,-0.529611,5.628657,-4.928374,367.4977,11543.5234,31,0,12149.6172,584,0.353688985,0.102636613,0.0892791,0.073782891,0.239591315,0.151321203,297.5144653,297.117218,0.075593323,0.150877953,2,0
89,3.65,5.74805005,-75.62599753,-0.512971,5.656784,-5.801332,377.1471,11503.668,31,92.6723,12183.8516,584,0.60303098,0.094718903,0.083491795,0.062179901,0.290323496,0.172036737,296.5016785,296.5547791,0.07074742,0.175862625,2,0
90,3.691,5.748097658,-75.6263674,1.230579,5.644422,-5.831569,360.4811,11464.584,71,92.6723,12183.8516,588,0.615848005,0.094220065,0.080943204,0.058437821,0.295127839,0.173139974,295.9920959,295.9896851,0.069549285,0.167512432,2,0
91,3.733,5.748205079,-75.62671897,0.364064,5.665969,-5.821491,335.1601,11428.9355,2,131.0584,12218.6934,588,0.636936009,0.09720657,0.084518716,0.063265741,0.271162122,0.161111996,296.5016785,296.2725525,0.071534418,0.157876909,2,0
92,3.774,5.748391847,-75.62703635,0.391184,5.701369,-5.804033,314.6246,11398.9199,6,131.0584,12132.9941,588,0.700702012,0.089143775,0.075681247,0.050037153,0.289655745,0.148062497,295.4803772,295.4219666,0.053255625,0.156740665,3,0
93,3.815,5.748654298,-75.62729514,0.389935,5.707234,-5.81358,305.5759,11377.3223,98,131.0584,12132.9941,625,0.729309022,0.089524925,0.074422911,0.050654314,0.29762435,0.143966541,295.7362366,295.7058105,0.05457446,0.171245843,3,0
94,3.856,5.749013185,-75.62735617,0.404898,5.709237,-5.783498,310.1012,11379.6348,99,92.6723,12132.9941,612,0.727209985,0.091717266,0.079285756,0.05509872,0.299785316,0.162050277,295.2233887,295.1367493,0.060652085,0.154759318,3,0
95,3.898,5.749384279,-75.6273403,0.389557,5.677661,-5.779897,320.8497,11390.7041,99,92.6723,12047.3984,612,0.711875975,0.097952627,0.088190854,0.064551122,0.304929525,0.177469701,295.4803772,295.5640564,0.072550565,0.163006127,3,0
96,3.939,5.749755372,-75.62732443,0.068829,6.091337,-5.093321,328.7769,11401.9795,99,0,12047.3984,605,0.613511026,0.099799722,0.087779194,0.065013342,0.285863549,0.177089542,295.9920959,295.8479004,0.077528328,0.159327909,3,0
97,3.98,5.750106935,-75.62740744,1.153787,5.262713,-5.420496,329.9675,11402.0674,56,0,11961.9082,605,0.547785997,0.098338537,0.083191454,0.063698076,0.263542563,0.152867854,295.9920959,295.9896851,0.069549285,0.156245723,3,0
98,4.021,5.750355958,-75.62766135,0.858878,5.693085,-4.781031,324.5584,11381.2471,72,0,11998.1104,605,0.481720001,0.094723456,0.081559859,0.061684512,0.267354757,0.148652017,295.4803772,295.7061462,0.065612398,0.153847829,3,0
99,4.063,5.750543947,-75.62798239,0.920887,5.767662,-4.733683,317.8861,11351.5752,92,0,11998.1104,596,0.524331987,0.093323454,0.077131651,0.052792288,0.292068809,0.141337827,294.9664307,294.9943237,0.052516542,0.16388762,3,0
100,4.104,5.750705079,-75.62831687,1.170811,5.281806,-5.40678,303.9687,11319.7754,100,0,11998.1104,596,0.459933996,0.093437962,0.076048896,0.054411665,0.276599139,0.138291374,295.4803772,295.137085,0.055963334,0.149394602,3,0
101,4.145,5.75082837,-75.62866965,1.131604,5.243536,-5.447488,292.5669,11285.0068,100,0,11950.0557,596,0.519692004,0.093331255,0.078864202,0.057273906,0.282317162,0.148032904,294.9664307,295.137085,0.062711902,0.153783977,3,0
102,4.186,5.750955324,-75.62901877,1.10684,5.218428,-5.471702,310.8554,11250.7998,98,0,11950.0557,611,0.515160024,0.091791257,0.076434575,0.055737048,0.270070851,0.139457047,294.9664307,294.5652771,0.055162352,0.152257547,3,0
103,4.228,5.751104249,-75.62936057,1.182108,5.303825,-4.588295,339.9311,11218.1045,88,92.6723,11987.7266,611,0.513029993,0.093703538,0.079615146,0.058898307,0.285810947,0.155787796,294.9664307,294.851532,0.062524244,0.153194726,3,0
104,4.269,5.751251954,-75.62970236,1.228275,5.355541,-4.549899,338.4503,11185.4121,100,92.6723,11987.7266,618,0.533583999,0.094238982,0.078591555,0.054188274,0.305735528,0.15282777,294.9664307,294.9943237,0.061021127,0.175299853,3,0
105,4.31,5.751375245,-75.63005393,1.1404,5.248468,-4.610896,313.1908,11151.0176,95,0,12025.9932,618,0.55321002,0.094783962,0.079268441,0.05837328,0.28912437,0.147676006,294.9664307,295.137085,0.06159002,0.159111768,3,0
106,4.351,5.751615724,-75.63032004,1.101302,5.198406,-4.634645,279.0126,11129.1553,100,0,11941.7881,618,0.556850016,0.093860239,0.080842711,0.060762547,0.289023757,0.157723546,294.9664307,295.137085,0.064861618,0.165419161,3,0
107,4.393,5.751916017,-75.63053733,1.110506,5.205293,-4.622195,273.6592,11114.4189,96,0,11941.7881,652,0.585294008,0.092701942,0.082408421,0.058116596,0.312095642,0.168149918,295.4803772,295.4219666,0.065237105,0.165406913,3,0
108,4.434,5.752245607,-75.63070822,1.103352,5.195905,-5.444732,307.4391,11105.6836,93,0,11941.7881,637,0.686347008,0.09180285,0.079097733,0.052450787,0.334631711,0.162043571,295.4803772,295.5640564,0.058165248,0.180837378,3,0
109,4.475,5.752580079,-75.63086692,2.76911,5.229812,-4.612996,327.5878,11098.4316,66,92.6723,11857.709,637,0.662853003,0.09488979,0.083243281,0.057893306,0.318039536,0.168687493,295.9920959,295.8479004,0.066899374,0.179218009,3,0
110,4.516,5.752923097,-75.63100974,2.787606,5.25597,-4.617486,327.8069,11093.4482,64,92.6723,11897.1162,606,0.625689983,0.095417619,0.083467312,0.058665991,0.295131415,0.155341417,296.5016785,296.4136658,0.063707322,0.174703598,3,0
111,4.558,5.75327466,-75.63112815,2.840053,4.489329,-4.581689,331.1761,11091.375,57,0,11813.4463,606,0.516490996,0.095548309,0.083398446,0.060359828,0.295692772,0.163300455,296.2468872,296.1311035,0.064814173,0.170207351,3,0
